ZONE,DISTRICT,SD,COUNTY,TOTHH,HHPOP,TOTPOP,EMPRES,SFDU,MFDU,HHINCQ1,HHINCQ2,HHINCQ3,HHINCQ4,TOTACRE,RESACRE,CIACRE,SHPOP62P,TOTEMP,AGE0004,AGE0519,AGE2044,AGE4564,AGE65P,RETEMPN,FPSEMPN,HEREMPN,OTHEMPN,AGREMPN,MWTEMPN,PRKCST,OPRKCST,AREATYPE,HSENROLL,COLLFTE,COLLPTE,TOPOLOGY,TERMINAL,ZERO,hhlds,sftaz,gqpop
139,3,3,1,1312,5181,5216,1668,1210,102,502,262,308,240,161,65,18,0.19,1008,306,1025,1614,1433,838,122,235,208,154,0,289,0,0,3,1261.96472,0,0,1,2.49785,0,1312,139,35
140,3,3,1,1154,4093,4094,1485,1018,136,357,287,298,212,101,61,3,0.18,346,289,862,1247,1062,634,74,80,104,39,0,49,0,0,3,0,0,0,1,2.22792,0,1154,140,1
141,3,3,1,696,2455,2523,645,403,293,353,174,125,44,53,25,5,0.15,172,193,636,820,560,314,4,56,70,24,0,18,0,0,3,0,0,0,1,2.58763,0,696,141,68
142,3,3,1,146,287,350,109,57,89,52,20,47,27,824,7,480,0.09,18680,7,26,173,129,15,1359,2987,2940,4952,38,6404,0,0,1,0,0,0,3,2.55636,0,146,142,63
143,3,3,1,419,1462,1567,477,320,99,209,106,88,16,53,16,10,0.16,556,123,357,486,392,209,49,82,179,180,0,66,0,0,3,0,0,0,2,2.85031,0,419,143,105
144,3,3,1,1222,3472,3478,1039,574,648,686,176,265,95,122,38,7,0.13,372,300,965,1023,843,347,0,153,179,14,0,26,0,0,3,0,0,0,1,2.57943,0,1222,144,6
145,3,3,1,1202,3707,3725,704,59,1143,998,122,61,21,243,52,70,0.07,693,473,1326,1110,630,186,5,213,190,138,0,147,0,0,3,0,0,0,1,1.66555,0,1202,145,18
146,3,3,1,154,467,467,218,120,34,39,51,45,19,689,2,651,0.07,57,32,134,152,130,19,12,0,0,14,0,31,0,0,3,0,0,0,2,0.91344,0,154,146,0
147,3,3,1,1228,4470,4583,1280,981,247,524,274,257,173,206,63,43,0.16,1182,393,1093,1437,1062,598,25,319,187,314,0,337,0,0,3,0,0,0,2,2.11851,0,1228,147,113
148,3,3,1,964,3660,3659,1049,673,291,528,185,171,80,204,55,54,0.14,1743,354,1002,1154,698,451,37,531,262,547,0,366,0,0,3,0,0,0,1,2.16029,0,964,148,-1
149,3,3,1,1150,3603,3610,1638,1081,69,359,212,278,301,517,64,140,0.17,2037,182,692,1229,1006,501,70,767,341,276,2,581,0,0,3,0,0,0,1,1.62993,0,1150,149,7
150,3,3,1,620,2624,2624,885,529,91,196,138,193,93,158,26,70,0.14,2195,226,526,950,622,300,208,602,194,930,0,261,0,0,3,0,0,0,1,2.34829,0,620,150,0
151,3,3,1,572,1939,1959,772,407,165,187,145,116,124,59,27,1,0.18,81,96,363,652,558,290,0,0,21,60,0,0,0,0,3,0,0,0,1,2.22297,0,572,151,20
152,3,3,1,1327,4204,4260,1698,1246,81,310,276,414,327,182,72,27,0.22,238,273,714,1291,1180,802,29,46,152,11,0,0,0,0,3,1906.42419,0,0,1,1.7395,0,1327,152,56
153,3,3,1,1108,4108,4118,1816,1029,79,314,264,317,213,101,59,1,0.17,70,272,761,1363,1153,569,8,15,40,5,0,2,0,0,3,0,0,0,1,2.12602,0,1108,153,10
154,3,3,1,1062,4087,4139,1683,873,189,358,251,360,93,92,48,14,0.18,82,266,732,1364,1162,615,22,27,27,1,0,5,0,0,3,0,0,0,1,2.10051,0,1062,154,52
155,3,3,1,1016,4027,4044,1486,954,62,294,318,236,168,82,49,3,0.19,157,239,786,1278,1087,654,0,40,101,16,0,0,0,0,3,0,0,0,1,2.36242,0,1016,155,17
156,3,3,1,671,2845,2851,1150,569,102,139,282,121,129,45,25,2,0.13,53,245,627,1006,662,311,0,19,15,11,0,8,0,0,3,0,0,0,1,2.79483,0,671,156,6
157,3,3,1,961,3216,3216,723,312,649,698,139,72,52,66,12,32,0.1,90,470,943,1008,532,263,0,44,42,4,0,0,0,0,3,0,0,0,1,2.24028,0,961,157,0
158,3,3,1,223,673,796,408,200,23,66,16,110,31,397,9,22,0.18,282,34,220,221,202,119,3,32,169,78,0,0,0,0,3,0,0,0,1,1.72883,0,223,158,123
159,3,3,1,1448,4967,4991,1918,1118,330,362,392,386,308,179,83,3,0.2,138,362,820,1624,1352,833,57,0,58,11,0,12,0,0,3,0,0,0,1,1.96283,0,1448,159,24
160,3,3,1,1314,4908,4908,1978,1180,134,346,325,408,235,95,62,2,0.17,120,349,873,1660,1313,713,23,0,71,26,0,0,0,0,3,0,0,0,1,2.29472,0,1314,160,0
161,3,3,1,1144,4312,4315,1700,969,175,349,350,245,200,82,50,4,0.16,167,300,804,1470,1173,568,0,48,75,36,0,8,0,0,3,0,0,0,1,2.40228,0,1144,161,3
162,3,3,1,1273,4862,4874,1816,1046,227,371,372,274,256,92,56,4,0.19,413,323,809,1602,1360,780,30,209,151,15,0,8,0,0,3,0,0,0,1,2.58778,0,1273,162,12
163,3,3,1,1233,4480,4551,1671,980,253,366,365,312,190,94,62,3,0.2,169,326,799,1463,1177,786,28,31,100,10,0,0,0,0,3,0,0,0,1,2.21128,0,1233,163,71
164,3,3,1,1907,7498,7564,3152,1537,370,407,495,564,441,183,87,21,0.19,401,487,1272,2553,2073,1179,122,94,168,9,0,8,0,0,3,0,0,0,1,2.25943,0,1907,164,66
165,3,3,1,1877,6798,6810,2771,1408,469,513,486,471,407,175,75,42,0.22,1988,394,974,2275,1899,1268,343,207,389,792,3,254,0,0,3,1390.85278,0,0,1,2.62628,0,1877,165,12
166,3,3,1,2577,9210,9304,3815,2155,422,593,816,682,486,205,122,12,0.18,556,617,1501,3256,2537,1393,32,113,319,57,3,32,0,0,3,440.57257,0,0,1,2.26778,0,2577,166,94
167,3,3,1,1791,6594,6677,2483,1575,216,523,432,570,266,196,104,15,0.17,262,473,1285,2264,1729,926,60,18,121,63,0,0,0,0,3,0,0,0,1,1.95539,0,1791,167,83
168,4,4,1,3038,9303,9321,3821,2861,177,921,738,894,485,272,142,26,0.2,402,522,1500,3014,2734,1551,47,71,206,59,0,19,0,0,3,0,0,0,1,1.95283,0,3038,168,18
169,4,4,1,2345,6565,6581,2808,2290,55,400,243,479,1223,457,270,20,0.24,1697,345,1092,1572,2240,1332,82,370,917,253,3,72,0,0,3,673.74957,0,0,1,1.53829,0,2345,169,16
170,4,4,1,2145,5570,5667,2427,1847,298,416,287,446,996,305,164,19,0.25,2241,313,794,1498,1829,1233,246,508,1082,315,0,90,0,0,3,0,0,0,1,1.95485,0,2145,170,97
171,4,4,1,865,2214,2221,999,829,36,142,97,144,482,132,74,4,0.23,617,139,291,645,719,427,110,119,335,26,0,27,0,0,3,0,0,0,1,1.72593,0,865,171,7
172,4,4,1,1933,5106,5105,2347,1652,281,409,254,459,811,238,142,13,0.22,1138,271,785,1434,1691,924,149,247,461,267,0,14,0,0,3,0,0,0,1,1.77813,0,1933,172,-1
173,4,4,1,1374,3549,3549,1480,1164,210,306,156,415,497,147,91,1,0.23,304,186,496,1070,1088,709,41,100,81,12,0,70,0,0,3,0,0,0,1,1.70166,0,1374,173,0
174,4,4,1,2362,5589,5658,2785,1318,1044,543,516,615,688,182,113,3,0.21,520,246,603,2207,1592,1010,0,175,266,58,0,21,0,0,3,0,0,0,1,1.92739,0,2362,174,69
175,4,4,1,2084,4283,4314,2431,287,1797,668,412,505,499,86,47,6,0.14,1385,185,339,2372,938,480,121,221,887,61,0,95,0,0,2,0,0,0,1,3.41688,0,2084,175,31
176,4,4,1,1842,3924,3927,2004,363,1479,511,479,539,313,91,48,7,0.18,822,180,349,1745,1043,610,111,137,417,91,56,10,0,0,2,0,0,0,1,2.76502,0,1842,176,3
177,4,4,1,3397,8691,8732,4371,1708,1689,904,767,979,747,220,133,14,0.2,1700,371,1103,3366,2426,1466,186,467,748,195,3,101,0,0,3,0,0,0,1,2.41385,0,3397,177,41
178,4,4,1,2391,6564,6573,2998,1725,666,736,521,497,637,206,121,5,0.23,555,329,851,2230,1891,1272,83,168,197,51,3,53,0,0,3,0,0,0,1,1.98227,0,2391,178,9
179,4,4,1,2718,7835,7843,3633,1980,738,651,669,621,777,230,134,9,0.23,587,389,1036,2721,2163,1534,29,163,261,95,3,36,0,0,3,0,0,0,1,2.0154,0,2718,179,8
180,4,4,1,1764,4290,4322,2149,551,1213,598,462,400,304,93,55,3,0.15,295,183,501,1849,1272,517,46,5,122,111,3,8,0,0,3,0,0,0,1,2.39531,0,1764,180,32
181,4,4,1,1865,5295,5300,2516,1397,468,534,377,569,385,205,90,3,0.19,458,265,713,1980,1490,852,21,188,86,127,3,33,0,0,3,0,0,0,1,2.0874,0,1865,181,5
182,4,4,1,2377,6686,6691,2975,1811,566,650,583,732,412,234,118,2,0.21,304,283,993,2276,1955,1184,25,36,171,53,3,16,0,0,3,0,0,0,2,1.9636,0,2377,182,5
183,4,4,1,2458,7207,7227,3125,2101,357,727,590,648,493,284,130,18,0.24,775,340,1028,2288,2047,1524,73,54,539,98,3,8,0,0,3,2048.20288,0,0,1,1.9607,0,2458,183,20
184,4,4,1,3013,8826,8853,3587,2767,246,800,605,763,845,287,178,6,0.24,1040,467,1165,2756,2601,1864,217,269,226,187,3,138,0,0,3,0,0,0,1,1.96623,0,3013,184,27
185,4,4,1,2880,8144,8285,3752,2190,690,816,653,797,614,309,145,40,0.23,1812,400,1003,2950,2249,1683,129,580,761,300,3,39,0,0,3,2873.10376,211.9483,7.21546,1,2.08687,0,2880,185,141
186,4,4,1,2698,7687,7763,3269,2384,314,562,551,779,806,376,172,15,0.24,847,396,1104,2416,2254,1593,108,263,379,81,3,13,0,0,3,0,0,0,1,1.80469,0,2698,186,76
187,4,4,1,1442,3955,3968,1424,1426,16,300,249,433,460,214,116,10,0.32,796,168,556,952,1148,1144,244,163,222,102,3,62,0,0,3,0,0,0,2,1.70937,0,1442,187,13
188,4,4,1,647,1530,3683,1108,0,647,343,137,75,92,232,11,178,0.13,8946,68,993,1856,335,431,1507,365,6559,438,0,77,0,0,2,3447.25537,15224.14453,9759.51074,1,3.26395,0,647,188,2153
189,4,4,1,3076,7293,7292,2931,553,2523,1135,818,704,419,201,72,6,0.18,294,437,893,3110,1693,1159,28,100,148,10,0,8,0,0,2,0,0,0,1,2.66451,0,3076,189,-1
190,4,4,1,1001,1684,1689,987,165,836,292,273,235,201,1381,14,28,0.18,1451,51,115,811,464,248,3,124,949,320,0,55,0,0,3,0,0,0,1,3.071,0,1001,190,5
191,5,5,2,1449,3933,3933,1560,1323,126,424,229,393,403,489,125,26,0.27,525,184,596,1123,1091,939,9,107,158,84,2,165,0,0,3,0,0,0,1,1.49392,0,1449,191,0
192,5,5,2,2738,6764,6768,2917,168,2570,1004,794,628,312,143,66,37,0.13,1149,395,1074,3116,1460,723,501,292,163,156,2,35,0,0,3,0,0,0,1,2.50459,0,2738,192,4
193,5,5,2,2024,6113,6253,2724,1327,697,422,429,745,428,498,233,45,0.17,2155,390,1269,2074,1645,875,120,654,553,694,2,132,0,0,4,0,0,0,1,1.61641,0,2024,193,140
194,5,5,2,1926,6571,6658,2820,1473,453,249,426,633,618,390,157,148,0.22,2494,299,1151,2065,1903,1240,9,173,1819,302,2,189,0,0,4,1828.84607,0,0,1,1.62328,0,1926,194,87
195,5,5,2,1867,5709,5716,2439,1726,141,335,361,624,547,236,137,12,0.23,195,263,907,1784,1617,1145,4,98,85,6,2,0,0,0,4,0,0,0,1,1.61233,0,1867,195,7
196,5,5,2,1993,6886,6913,3144,1974,19,377,438,717,461,581,152,81,0.16,452,365,1420,2256,1992,880,113,88,141,91,2,17,0,0,4,0,0,0,1,1.49015,0,1993,196,27
197,5,5,2,1333,5044,5062,2490,1279,54,75,161,455,642,165,90,12,0.21,109,231,915,1566,1469,881,0,19,55,16,2,17,0,0,3,0,0,0,1,1.79545,0,1333,197,18
198,5,5,2,1763,4934,5251,2156,312,1451,506,444,559,254,177,82,33,0.19,950,344,910,2115,1013,869,124,44,737,6,2,37,0,0,3,0,0,0,1,2.03609,0,1763,198,317
199,5,5,2,1117,2383,2382,1316,179,938,234,311,366,206,326,46,138,0.12,1892,128,332,991,723,208,1239,276,227,136,2,12,0,0,3,0,0,0,1,1.56112,0,1117,199,-1
200,5,5,2,1058,3007,3037,1318,354,704,260,318,298,182,1639,176,177,0.29,2940,118,488,823,839,769,1528,222,915,146,5,124,0,0,4,0,0,0,1,1.40268,0,1058,200,30
201,5,5,2,2288,7351,7370,3262,819,1469,624,708,589,367,244,67,59,0.15,1257,514,1495,2699,1750,912,139,298,434,236,3,147,0,0,3,0,0,0,1,2.33005,0,2288,201,19
202,5,5,2,2141,7428,7443,3284,1431,710,272,448,701,720,329,181,38,0.16,500,461,1411,2552,2070,949,21,60,266,101,3,49,0,0,3,0,0,0,1,1.57901,0,2141,202,15
203,5,5,2,1436,5352,5352,2339,986,450,317,347,472,300,187,62,42,0.15,2822,311,1075,1983,1350,633,265,777,466,292,6,1016,0,0,3,1391.55762,0,0,1,2.94591,0,1436,203,0
204,5,5,2,2020,7454,7568,3286,1436,584,466,466,557,531,206,91,27,0.16,1140,426,1543,2688,1961,950,227,323,366,84,3,137,0,0,3,0,0,0,1,2.41343,0,2020,204,114
205,5,5,2,2301,8293,8309,3626,1941,360,189,409,767,936,231,148,10,0.17,195,450,1625,2902,2215,1117,51,20,81,17,3,23,0,0,3,0,0,0,1,1.85341,0,2301,205,16
206,5,5,2,1281,4027,4027,1889,1059,222,110,265,509,397,571,115,3,0.18,328,202,730,1368,1124,603,4,123,79,110,2,10,0,0,3,0,0,0,1,1.60274,0,1281,206,0
207,5,5,2,1089,4151,4154,1595,868,221,347,245,308,189,280,87,110,0.17,871,227,986,1285,1075,581,81,102,467,109,0,112,0,0,3,0,0,0,1,1.44929,0,1089,207,3
208,5,5,2,2034,4838,4854,2259,1390,644,563,482,445,544,3702,291,809,0.14,6281,203,707,1728,1756,460,349,880,282,1518,0,3252,0,0,4,0,0,0,1,1.21831,0,2034,208,16
209,5,5,2,2485,7630,7648,3199,2168,317,320,443,843,879,866,378,51,0.19,443,420,1398,2549,2104,1177,61,44,235,32,0,71,0,0,4,0,0,0,1,1.24786,0,2485,209,18
210,5,5,2,958,3591,3614,1493,562,396,262,279,308,109,121,72,19,0.1,627,306,883,1443,713,269,88,143,96,92,0,208,0,0,3,0,0,0,1,1.87514,0,958,210,23
211,5,5,2,2512,7996,8085,3382,1055,1457,895,877,455,285,232,130,28,0.13,2184,649,1733,3265,1583,855,298,451,779,230,0,426,0,0,2,0,0,0,1,2.36947,0,2512,211,89
212,5,5,2,1058,3668,3754,1471,802,256,132,214,353,359,2734,169,1821,0.16,30451,234,812,1239,983,486,2090,6751,3142,3113,116,15239,0,0,3,1650.04309,0,0,2,1.58669,0,1058,212,86
213,5,5,2,2653,6636,6678,2635,1841,812,569,602,806,676,661,281,44,0.29,856,274,1094,1876,1686,1748,81,263,344,72,1,95,0,0,4,0,0,0,1,1.36331,0,2653,213,42
214,5,5,2,2012,6071,6148,2426,1892,120,348,368,791,505,449,270,37,0.24,848,355,1129,1766,1625,1273,185,47,208,333,1,74,0,0,4,0,0,0,1,1.35986,0,2012,214,77
215,5,5,2,2481,6670,6683,2920,1154,1327,565,541,796,579,261.39999,167,33,0.17,504,388,1275,2350,1698,972,50,36,316,75,0,27,0,0,4,0,0,0,1,1.57937,0,2481,215,13
216,5,5,2,1141,3064,3070,1341,530,611,260,249,366,266,267.20001,77,103,0.17,1463,178,586,1080,780,446,145,105,916,219,1,77,0,0,3,1503.94727,0,0,1,1.53919,0,1141,216,6
217,5,5,2,1315,4176,4287,1768,1307,8,205,278,509,323,280,169,22,0.2,228,215,878,1316,1178,700,4,60,87,76,1,0,0,0,4,0,0,0,1,1.33407,0,1315,217,111
218,5,5,2,1879,5786,5799,3061,1436,443,192,266,759,662,217,120,12,0.17,1617,303,1024,1912,1807,753,315,628,420,191,12,51,0,0,3,0,0,0,1,2.17765,0,1879,218,13
219,5,5,2,1689,6182,6189,2954,1666,23,230,264,628,567,239,154,12,0.17,311,287,1161,1892,2026,823,100,37,159,13,2,0,0,0,3,0,0,0,1,1.61804,0,1689,219,7
220,5,5,2,1893,5773,5795,2652,1324,569,194,437,689,573,449,193,87,0.11,253,344,1135,2315,1556,445,35,56,102,33,0,27,0,0,4,0,0,0,1,1.29159,0,1893,220,22
221,5,5,2,1475,4522,4522,2238,1132,343,256,330,498,391,305,156,36,0.15,385,232,877,1524,1395,494,35,203,65,58,2,22,0,0,4,0,0,0,1,1.38791,0,1475,221,0
222,5,5,2,1593,3777,3846,1928,911,682,197,455,493,448,285,157,25,0.13,911,180,643,1524,1111,388,109,193,301,223,0,85,0,0,4,0,0,0,1,1.47515,0,1593,222,69
223,5,5,2,1872,4112,4144,2191,1003,869,262,481,609,520,835,205,332,0.14,979,198,632,1527,1350,437,86,209,271,309,0,104,0,0,4,0,0,0,1,1.10819,0,1872,223,32
224,5,5,2,1236,3272,3275,1546,1119,117,165,193,386,492,1761,217,88,0.17,793,159,586,985,1133,412,21,55,209,492,0,16,0,0,4,0,0,0,1,1.19341,0,1236,224,3
225,5,5,2,1426,3777,3828,1822,1324,102,178,274,547,427,1050,216,44,0.17,1187,195,800,1212,1082,539,252,216,468,160,54,37,0,0,4,0,0,0,1,1.34621,0,1426,225,51
226,5,5,2,2401,6398,6404,3087,2228,173,327,392,864,818,1997,503,149,0.18,728,351,1351,1808,1978,916,94,167,216,192,0,59,0,0,4,0,0,0,1,1.114,0,2401,226,6
227,5,5,2,2093,5483,5483,2809,1735,358,241,292,650,910,2831,533,193,0.17,456,254,1056,1472,2025,676,29,85,182,128,0,32,0,0,4,1488.62183,0,0,1,1.05406,0,2093,227,0
228,5,5,2,11,33,39,23,0,11,0,11,0,0,232,2,207,0.09,18,3,5,9,21,1,0,10,0,7,1,0,0,0,4,0,0,0,1,0.90432,0,11,228,6
229,5,5,2,1667,5402,5419,2461,1265,402,183,290,548,646,546,243,179,0.12,782,290,1024,2060,1572,473,23,192,530,27,1,9,0,0,4,0,1705.00623,5332.23193,1,1.19746,0,1667,229,17
230,5,5,2,2669,8165,8168,3980,2011,658,150,392,1117,1010,361,211,57,0.14,766,459,1751,2697,2392,869,204,61,416,17,18,50,0,0,4,0,0,0,1,1.54345,0,2669,230,3
231,5,5,2,1487,4964,5093,2256,1364,123,153,232,456,646,287,191,17,0.19,105,232,937,1497,1659,768,9,0,73,15,0,8,0,0,4,0,0,0,1,1.33953,0,1487,231,129
232,5,5,2,1709,5217,5430,2458,1636,73,96,249,610,754,459,295,27,0.2,210,263,1082,1551,1623,911,21,24,99,49,1,16,0,0,4,0,0,0,1,1.21498,0,1709,232,213
233,5,5,2,3186,7291,7297,3514,1603,1583,559,647,917,1063,708,290,159,0.21,462,333,1030,2447,2240,1247,30,114,252,49,1,16,0,0,4,0,0,0,1,1.22065,0,3186,233,6
234,5,5,2,1305,2321,2321,1351,149,1156,181,409,521,194,549,36,192,0.13,6701,112,242,1087,657,223,1996,1518,1022,1253,22,890,0,0,3,0,0,0,1,2.33388,0,1305,234,0
235,5,5,2,1142,3159,3160,1436,1116,26,213,219,307,403,223,133,14,0.22,893,177,595,905,880,603,34,34,330,475,8,12,0,0,4,1125.91382,0,0,1,1.52732,0,1142,235,1
236,5,5,2,2093,5290,5317,2555,1444,649,577,495,635,386,486,197,58,0.2,678,264,894,1845,1439,875,123,123,335,67,10,20,0,0,4,0,0,0,1,1.36959,0,2093,236,27
237,5,5,2,2519,7865,7994,3255,1132,1387,711,583,944,281,273,112,51,0.13,1702,556,1651,3121,1861,805,153,326,716,472,6,29,0,0,3,0,0,0,2,2.18778,0,2519,237,129
238,5,5,2,1082,4170,4170,1589,816,266,292,338,311,141,426,135,162,0.11,663,279,1060,1540,942,349,100,93,330,73,6,61,0,0,3,0,0,0,3,1.23434,0,1082,238,0
239,5,5,2,0,0,0,0,0,0,0,0,0,0,1686,0,1681,0,6361,0,0,0,0,0,51,458,197,1453,0,4202,0,0,3,0,0,0,3,1.05986,0,0,239,0
240,5,5,2,1632,4172,4416,1876,772,860,523,472,443,194,500,150,184,0.22,3958,211,736,1574,1021,874,661,537,1543,875,10,332,0,0,3,0,0,0,2,1.63316,0,1632,240,244
241,5,5,2,1306,3378,3403,1265,1072,234,275,204,393,434,401,198,28,0.31,347,125,552,791,995,940,21,99,191,8,2,26,0,0,4,0,0,0,1,1.22188,0,1306,241,25
242,5,5,2,919,2599,2599,893,919,0,185,169,266,299,331,147,25,0.31,288,86,454,551,791,717,21,90,135,24,2,16,0,0,4,0,0,0,1,1.22876,0,919,242,0
243,5,5,2,976,2767,2781,1033,902,74,115,137,291,433,252,169,10,0.25,329,116,488,687,906,584,10,150,121,27,1,20,0,0,4,0,0,0,1,1.24309,0,976,243,14
244,5,5,2,1906,5050,5058,1627,903,1003,460,397,486,563,261,161,38,0.25,1569,228,913,1459,1359,1099,204,123,359,718,2,163,0,0,4,0,0,0,1,1.67232,0,1906,244,8
245,5,5,2,1266,3288,3318,1085,902,364,170,165,333,598,380,261,32,0.33,413,112,461,766,1000,979,23,169,188,32,1,0,0,0,4,1503.94727,0,0,1,1.15238,0,1266,245,30
246,5,5,2,2815,7178,7528,2469,1964,851,339,458,581,1437,1036,552,154,0.31,3704,316,1159,1817,2118,2118,227,628,2369,332,2,146,0,0,4,448.5304,0,0,1,1.30573,0,2815,246,350
247,5,5,2,1293,3614,3626,1314,1092,201,311,248,231,503,230,154,20,0.2,276,249,642,1028,1104,603,4,61,156,43,2,10,0,0,4,0,0,0,1,1.32334,0,1293,247,12
248,5,5,2,1376,3014,3014,1396,618,758,349,353,360,314,687,123,370,0.16,11421,131,416,1285,785,397,489,3339,2673,1412,17,3491,0,0,3,0,0,0,3,1.99688,0,1376,248,0
249,6,6,2,2566,6006,6006,2616,1412,1154,479,495,722,870,699,207,283,0.15,5106,364,1028,2367,1535,712,656,1541,1205,870,2,832,0,0,3,0,0,0,3,1.55521,0,2566,249,0
250,6,6,2,1914,4542,4608,1917,1135,779,272,320,468,854,280,198,12,0.19,736,274,694,1622,1312,706,112,130,272,189,2,31,0,0,4,0,0,0,2,1.42465,0,1914,250,66
251,6,6,2,2708,4905,4914,2442,342,2366,484,612,720,892,277,152,44,0.2,4652,165,433,2198,1286,832,1296,1275,1146,674,2,259,0,0,2,1321.06079,0,0,3,2.34681,0,2708,251,9
252,6,6,2,1907,5549,5548,1960,1907,0,16,25,101,1765,2124,1435,201,0.26,1073,232,1075,1027,1976,1238,14,229,360,330,2,138,0,0,4,0,0,0,1,0.9838,0,1907,252,-1
253,6,6,2,1025,2640,2639,1135,760,265,58,75,139,753,282,218,4,0.23,356,151,471,657,856,504,12,167,86,66,0,25,0,0,4,0,0,0,1,1.17038,0,1025,253,-1
254,6,6,2,1805,5333,5334,1959,1795,10,3,10,61,1731,1976,1445,20,0.24,1038,252,1095,983,1952,1052,56,555,183,176,12,56,0,0,4,254.40193,0,0,1,0.99035,0,1805,254,1
255,6,6,2,1314,3533,3537,1383,1198,116,202,249,240,623,342,224,37,0.24,621,201,659,767,1204,706,44,249,257,27,14,30,0,0,4,1601.00171,0,0,1,1.23225,0,1314,255,4
256,6,6,2,2640,4778,4820,2066,626,2014,584,462,616,978,214,141,12,0.35,1522,161,354,1515,1246,1544,28,826,306,228,0,134,0,0,2,0,0,0,2,1.8654,0,2640,256,42
257,6,6,2,1862,3894,4073,1477,564,1298,406,437,484,535,255,98,63,0.29,5526,166,520,1395,909,1083,850,1551,2239,384,22,480,0,27,3,0,0,0,3,2.80523,0,1862,257,179
258,6,6,2,2562,5397,5579,2417,522,2040,581,717,713,551,192,122,19,0.23,1290,237,566,2314,1326,1136,86,353,629,98,0,124,0,27,3,0,0,0,3,1.96958,0,2562,258,182
259,6,6,2,2198,5086,5099,2168,365,1833,505,604,586,503,205,112,47,0.21,800,296,631,2041,1202,929,100,142,392,123,0,43,0,27,3,1521.30957,0,0,3,1.66407,0,2198,259,13
260,6,6,2,2207,7989,8107,3045,1269,938,595,617,656,339,302,176,41,0.12,1147,549,1903,3338,1552,765,135,448,210,225,0,129,0,27,3,0,0,0,3,1.76583,0,2207,260,118
261,6,6,2,1349,4233,4247,1693,892,457,288,311,375,375,678,168,117,0.14,571,285,875,1590,1042,455,0,119,327,78,0,47,0,0,4,0,0,0,3,1.2393,0,1349,261,14
262,6,6,2,1190,3826,3955,1855,841,349,159,221,421,389,304,152,52,0.12,408,252,846,1533,954,370,35,69,164,121,0,19,0,0,4,0,0,0,3,1.31617,0,1190,262,129
263,6,6,2,780,2773,2859,1084,769,11,50,116,361,253,152,93,8,0.18,60,180,572,944,728,435,9,0,47,4,0,0,0,0,4,0,0,0,3,1.40898,0,780,263,86
264,6,6,2,994,3066,3161,1401,994,0,180,235,332,247,283,131,54,0.19,444,165,578,964,948,506,70,83,200,59,2,30,0,0,4,0,0,0,3,1.29384,0,994,264,95
265,6,6,2,1712,3182,3183,1790,781,931,252,288,445,727,403,103,110,0.18,7239,125,228,1379,1001,450,907,4582,351,1120,0,279,0,0,4,0,0,0,3,2.61296,0,1712,265,1
266,6,6,2,2872,6442,6442,3200,1197,1675,410,462,855,1145,1052,220,320,0.16,11119,353,783,2682,1805,819,679,5146,1557,2090,4,1643,0,0,3,0,0,0,3,1.98618,0,2872,266,0
267,6,6,2,1309,3535,3614,1571,1034,275,155,291,310,553,271,153,31,0.2,694,150,660,1012,1214,578,41,221,254,141,1,36,0,0,4,0,0,0,3,1.39659,0,1309,267,79
268,6,6,2,1279,3517,3523,1559,873,406,109,215,360,595,227,134,27,0.18,222,186,571,1149,1123,494,6,23,109,70,1,13,0,0,4,0,0,0,3,1.33235,0,1279,268,6
269,6,6,2,1335,3385,3401,1531,742,593,167,268,383,517,325,174,39,0.15,291,172,530,1280,1016,403,4,35,230,21,1,0,0,0,4,0,0,0,3,1.23024,0,1335,269,16
270,6,6,2,1468,3393,3392,1718,491,977,94,265,394,715,158,112,8,0.15,395,158,520,1339,992,383,20,150,184,15,1,25,0,0,4,0,0,0,3,1.52409,0,1468,270,-1
271,6,6,2,1364,3517,3517,1666,1150,214,159,210,289,706,289,144,13,0.17,149,191,573,918,1408,427,8,50,54,26,1,10,0,0,4,0,0,0,3,1.32281,0,1364,271,0
272,6,6,2,880,2626,2628,1069,874,6,101,88,263,428,252,144,5,0.17,360,146,523,656,977,326,19,47,260,22,1,11,0,0,4,0,0,0,3,1.30399,0,880,272,2
273,6,6,2,1498,4006,4012,1926,911,587,85,189,333,891,269,142,9,0.1,157,249,780,1457,1287,239,4,70,65,11,1,6,0,0,4,0,0,0,3,1.39828,0,1498,273,6
274,6,6,2,2153,5541,5547,2702,795,1358,579,699,567,308,350,137,32,0.15,2190,340,863,2415,1216,713,346,945,352,396,2,149,0,0,3,0,0,0,3,2.0173,0,2153,274,6
275,6,6,2,1807,4381,4397,2133,878,929,316,353,620,518,364,119,85,0.12,2177,307,724,1884,1082,400,175,844,424,200,8,526,0,0,3,0,0,0,3,1.72563,0,1807,275,16
276,6,6,2,1200,2637,2637,1320,440,760,123,249,404,424,119,79,12,0.13,231,116,376,1119,768,258,22,57,30,65,0,57,0,0,4,0,0,0,3,1.50397,0,1200,276,0
277,6,6,2,1748,4766,4829,2324,1314,434,288,337,477,646,318,172,27,0.18,434,315,859,1681,1259,715,100,85,131,115,0,3,0,0,4,0,0,0,3,1.40772,0,1748,277,63
278,6,6,2,1546,3630,3636,1576,1007,539,618,350,269,309,460,92,141,0.21,3799,179,596,1292,921,648,391,1672,761,776,14,185,0,0,2,0,0,0,3,1.8653,0,1546,278,6
